225610004,Stiff limbs,joint stiffness in feet,C0013987 C1527305 C0546816 C0332575 C0015672,C0557875,
4171011000036100,Celebrex,Celebrex,C0344375,C0344375,C0344375 
3877011000036101,Lipitor,Lipitor,C0037011,C0037011 C0423670,C0037011 
68962001,Myalgia,muscle pain,C0392674,C0392674,C0392674 
248236005,Mentally vague,brain vague,C0860603 C0003467,C0860603 C4050613 C0003467 C0003469 C1963064,C0860603 C0003467 
424582000,Stress overload,over stressed,C0442739,C0547030 C0348571 C0029844,
22253000,Pain,pain,C0015674,C0015674,C0015674 
21322011000036108,amlodipine,amlodiphine,C0344232,C0344232,C0344232 
25064002,Headache,headache,C2242996,C0423572,
48694002,Anxiety,Anxiety,C0593906,C0593906,C0593906 
68962001,Myalgia,muscle ache,C0010137,C0010137,C0010137 
129565002,Myopathy,damaging your muscles,C0678181,C0678181,C0678181 
267052005,Flatulence/wind,Lots of gas,C2024893 C0015672,C4050243 C0015672,C0015672 
95453001,Subdural haematoma,subdural hematoma,C2096315 C0018681,C2096315 C0018681,C2096315 C0018681 
68962001,Myalgia,muscle pain,C0038325,C0038325,C0038325 
29857009,Chest pain,chest pains,C2097392,C0277823,
77424011000036100,ubidecarenone,COQ10,C0011168,C0566379 C0426605 C0426606 C0566362 C0011168,C0011168 
59026006,Blepharospasm,eye muscle spasms,C0004604,C0004604,C0004604 
53057004,Hand pain,hands hurt,C2137077 C0702166 C0015450 C0027530 C0001144,C0702166 C0718217 C0001144,C0702166 C0001144 
266599000,Dysmenorrhoea,dysmennorhea,C0037004 C0524468 C0446516 C0030193 C0869975 C1283792 C0524469 C1269612 C0230348,C0278140,
25064002,Headache,head aches,,C0011991 C0474498,
3877011000036101,Lipitor,Lipitor,C0011991 C1963091,C0011991 C0474498,C0011991 
301679006,Difficulty getting off a bed,couldn't get out of bed,C0042889 C0042839 C0003968 C3541380 C0373745 C0042879 C3537249 C0042890 C0005575 C0042874 C0035527 C0008405 C0042866 C0919758 C2825076 C0016410 C0724334 C0724333 C0201898 C1142098 C2936884 C0014695,C0673746 C0003968 C0201898 C0063919,C0003968 C0201898 
26544005,Muscle weakness,muscle weakness,C0409974 C0024131,C0409974 C0024141 C0866588,C0409974 
13791008,Asthenia,WEAK FEELING,C0030193,C1882272 C2598155 C0030193,C0030193 
30989003,Knee pain,knee pain,C0344315 C0520887,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0520887 C0344315 
22253000,Pain,pain,C0021485 C0444600 C1533685,C0010137,
22298006,Myocardial infarction,heart attack,C0000726 C0596601 C0000737,C0426623 C0426624,
449917004,Cramp in lower limb,leg cramping,C1140621 C0030193,C0278141,
68962001,Myalgia,muscle pain,C0593906,C0593906,C0593906 
309521004,Numbness of hand,Hands numb,C0006434 C0085624,C0241057 C0578504 C0241413 C0234655 C0085624,C0085624 
28551000168108,Voltaren,voltaren,C0003862 C1963066,C0003862,C0003862 
57676002,Arthralgia,arthritis pain,C2096315 C0018681,C2096315 C0018681,C2096315 C0018681 
271771009,Joint swelling,swollen joints,C0221512 C1963242,C0278140,
309774006,Weakness of limb,weakness in legs,C0015644 C0231530,C0231530,C0231530 
301676004,Unable to get off a bed,can't get out of bed in the morning,C0856882,C0700225,
102556003,Pain in upper limb,severe pain in arm,C2096315 C0018681,C2096315 C0018681,C2096315 C0018681 
70733008,Limitation of joint movement,loss of range of motion,C0677061 C1963071 C0004604,C0004604,C0004604 
39651011000036100,Solaraze,solaraze,,C0149931 C0724401,
49218002,Hip pain,joint pain in my hips,C1963071 C0004604,C0004604,C0004604 
288228002,Myalgia/myositis - forearm,Muscle aches in arms,C0455892 C1321898 C0018932,C0018932,C0018932 
162076009,Excessive upper gastrointestinal gas,general weak feeling overall,C0231246,C2911647 C0043094,
289903006,Menopause present,menopause,C0231528 C1963177,C0231528,C0231528 
68962001,Myalgia,musclesoreness,C0018563 C0220843,C0575810,
3877011000036101,Lipitor,Lipitor,C4050466 C0423670 C0037011 C1547227 C4050465 C1547231 C0264097 C1561581,C0234230,
166717003,Serum creatinine raised,slightly elevated CPK,C0600139 C0376358,C0376358,C0376358 
22253000,Pain,pains,C2024893 C1306232 C0015672,C4050243 C0015672,C0015672 
77436011000036106,fish oil natural,Fish Oil,C0030193,C1882272 C2598155 C0030193,C0030193 
83156004,Sense of smell impaired,decreased sense of smell,C1140621 C0427008,C0558192,
3723001,Arthritis,arthritis,C0018563 C2242996,C0239836,
22298006,Myocardial infarction,heart-attack,,C0673746 C0003968 C0201898 C0063919,
271681002,Stomach ache,Stomach pain,C0011334 C0457748,C0011334 C0348719,C0011334 
3384011000036100,Arthrotec,Arthrotec,C0149931,C0149931 C0724401,C0149931 
44077006,Numbness,numbness,C0593906,C0593906,C0593906 
162059005,Upset stomach,stomach upset,,C3267876 C0003864,
3848011000036104,Pravachol,Pravachol,C0917801 C1963237 C1950154 C1306232,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154 
22253000,Pain,ache,C1116536 C0228539 C0262254 C3541397,C1116536 C0228539 C0262254 C3541397,C1116536 C0228539 C0262254 C3541397 
3877011000036101,Lipitor,Lipitor,,C0673746 C0003968 C0201898 C0063919,
278040002,Loss of hair,hair loss,C0030193,C1882272 C2598155 C0030193,C0030193 
3877011000036101,Lipitor,Lipitor,C1882272 C2598155 C0030193,C1882272 C2598155 C0030193,C1882272 C2598155 C0030193 
288939007,Difficulty swallowing,trouble swallowing,C1457887 C0022742,C0427282,
8943002,Weight gain,weight gain,C0027497,C0027497 C1963179,C0027497 
246636008,Blurred vision - hazy,Blury vision,C0478148 C0150055,C0231528,
68962001,Myalgia,Muscle pain,C0593906,C0593906,C0593906 
28551000168108,Voltaren,voltaren,C0030193,C0278140,
300306001,Stomach problem,Stomach problems,C0593906,C0593906,C0593906 
247592009,Poor short-term memory,short term memory loss,,C0700763,
419723007,Mentally dull,mental fog,C0593906,C0593906,C0593906 
161903000,Unable to stand,dificult to stand or walk for too long,C1269683 C0270455,C1269683 C0011581 C0520675,C1269683 
22253000,Pain,sore,C0593906,C0593906,C0593906 
67849003,Excruciating pain,excruciatig pain,C0593906,C0593906,C0593906 
18963009,Mood swings,mood swings,C0019559 C1963082 C0267028,C0030193,
279084009,Chest discomfort,chest discomfort,C0839480 C0023222,C0278140,
76948002,Severe pain,severe pain in the neck,C0592264 C0699958,C0592264 C0699958,C0592264 C0699958 
3877011000036101,Lipitor,Lipitor,C0860603 C0003467,C0860603 C4050613 C0003467 C0003469 C1963064,C0860603 C0003467 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
16001004,Otalgia,ear aches,C1140621 C0030193 C0230446,C0236040,
60862001,Tinnitus,Tinnitus,C0751295 C0002622,C3824794 C0002622,C0002622 
47933007,Foot pain,foot pain,C1140621,C0839480 C0023222,
84229001,Fatigue,fatique,C0593906,C0593906,C0593906 
191736004,Obsessive-compulsive disorder,Bad OCD,C0018681 C0423636 C0036974,C0455270,
102498003,Agony,agony,C0593906,C0593906,C0593906 
131148009,Bleeding,bleeding,C0018563 C2242996,C0423572,
3877011000036101,Lipitor,LIPITOR,C0593906,C0593906,C0593906 
297217002,Rib pain,ribs hurt,,C0424013 C0233407,
262286000,Weight increased,added weight,C0700003,C0700003,C0700003 
45291000168107,Efexor-XR,Effexor,C0005575 C0042874 C0042839 C0072506 C0078364 C0003968 C0063919 C0042866 C2064899 C0664095 C0201898 C3537249 C0042890 C0035527 C0016410,C0673746 C0003968 C0201898 C0063919,C0003968 C0063919 C0201898 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
13791008,Asthenia,weakness,C0593906,C0593906,C0593906 
68962001,Myalgia,muscle pain,C0593906,C0593906,C0593906 
161891005,Backache,back pain,C0037011,C0037011 C0423670,C0037011 
3530011000036104,Lopid,Lopid,C0016504 C0023218,C0178422,
55300003,Muscle cramp,mussel cramps,,C0856120 C2708306 C0026769 C0455388,
309249007,Calf muscle weakness,loss of support in calf musells,C0234233 C0446516,C0239377,
21930011000036101,ezetimibe,Zetia,C0006104 C1269537,C1621860,
56265001,Heart disease,heart problems,C0730727,C0730727,C0730727 
53458011000036102,Aleve,Aleve,C0231528 C1963177,C0231528,C0231528 
77692006,Hypersomnia,sleep alot,C3714552,C0004093,
266257000,Transient ischaemic attack,TIA,C0263776 C1328469 C0541786 C0158026 C0003873 C0003864 C0427008 C1405877,C0427008,C0427008 
84229001,Fatigue,fatigue,C0860603 C0003467,C0860603 C4050613 C0003467 C0003469 C1963064,C0860603 C0003467 
247373008,Ankle pain,Pain in ankles,C0235309,C0235309 C0221512,C0235309 
53741008,Coronary arteriosclerosis,blockage of the LAD,C2096315 C0018681 C1306232,C2096315 C0018681,C2096315 C0018681 
271782001,Drowsy,drowsiness,C0278140 C0019552,C0278140,C0278140 
55260003,Calcaneal spur,heel spurs,,C1882272 C2598155 C0030193,
309087008,Paraesthesia of foot,loss of feeling in toes,C0026821,C0026821,C0026821 
422587007,Nausea,nausea,C0593906,C0593906,C0593906 
288225004,Myalgia/myositis - multiple,very intense muscle pain with burning from the middle of my back and around my ribs to the center of my chest,C0221512 C1963242,C0499476 C0423653 C0581869 C1875603 C0000737,
8943002,Weight gain,weight gain,C0427008,C0427008,C0427008 
271594007,Syncope,syncope,C0038351 C3887804 C0030193,C0235309,
21496011000036106,prednisone,prednisone,C0011168,C0011168,C0011168 
43724002,Chill,chills,C0687152 C0010200,C1961131 C3815497 C0010200,C0010200 
76948002,Severe pain,pain was too severe,C0593906,C0593906,C0593906 
230690007,Cerebrovascular accident,stroke,C0179199 C0542274 C2174421 C2368355 C2346415 C3497399 C1397014 C0014653,C0311394,
48694002,Anxiety,Anxiety,C0020538 C2926615 C0005823 C0857121 C0005824 C1272641,C0497247 C0232107,
51197009,Stomach cramps,Stomach cramps,C0016504 C0234233,C0016512 C2016948,
55300003,Muscle cramp,muscle cramps,C0030193,C0030794,
22253000,Pain,pain,C0152338 C0030193,C0278141,
26079004,Tremor,shaking,C0237607 C3845885 C1279606 C0030193 C0022742 C0230443 C0596545,C0278140,
247640008,Unable to think clearly,loss of coherent thought,,C0853193 C0855233 C0005586 C0236788 C1456308,
309087008,Paraesthesia of foot,sensations of tingling in my feet,C0013987,C1621860,
162043005,Hunger pain,hunger pangs,C0238656,C0238656,C0238656 
419723007,Mentally dull,in a fog,C0476289 C0000726 C0230168,C0016204 C0476289 C0014724 C1962956,C0476289 
10601006,Pain in lower limb,Developed sore legs,C0593906,C0593906,C0593906 
73211009,Diabetes mellitus,diabetic,C0312414 C0025874,C0312414,C0312414 
