12063002,Rectal haemorrhage,rectal bleeding,C0026821 C1446787 C0039866 C0030193,C0027121 C0039866 C0231528 C0030797,C0039866 
90673000,Burning sensation,burning,C2024893 C0015672,C4050243 C0015672,C0015672 
68962001,Myalgia,muscle pain,C0016504 C0022742 C0030193,C0231749,
302226006,Peripheral neuropathy,Peripheral Neuropathy,C0238740,C0278140,
309774006,Weakness of limb,weakness in my arms,C0013987 C1527305,C0521839,
63102001,Visual disturbance,vision problems,C0016512 C2016948,C0016512 C2016948,C0016512 C2016948 
193462001,Insomnia,Sleeplessness,C0022742 C0003862 C1963066,C0231749,
22253000,Pain,pain,C0037004 C1882272 C2598155 C0030193,C0037011 C0423670,
35489007,Depression,depression,C1698508 C0013390 C0566967 C2979982 C0372564,C0013390,C0013390 
55300003,Muscle cramp,muscle cramps,C0038351 C0013987 C1527305,C1527305,C1527305 
37796009,Migraine,migraine,C0030193,C1882272 C2598155 C0030193,C0030193 
39575007,Urine looks dark,dark urine,C1281587 C0016504 C0238656,C0016512 C2016948,
26237000,Ankle oedema,Edema of ankles,C0030193,C1882272 C2598155 C0030193,C0030193 
22253000,Pain,pain,C0593906,C0593906,C0593906 
25064002,Headache,severe headache,C1834451 C2673994 C0151786 C0030552 C0150841 C0239831 C0587246 C0586738 C0240479 C1168241,C1834451 C0151786 C0030552,C1834451 C0151786 C0030552 
267036007,Dyspnoea,shortness of breath,C1140621 C0234238,C0581911,
3877011000036101,Lipitor,lipitor,C0017168,C0017168,C0017168 
3877011000036101,Lipitor,Lipitor,,C0426623 C0426624,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
300306001,Stomach problem,stomach trouble,C0012833 C0042571 C1963093 C4032495,C0012833 C0042571 C1963093 C4032495,C0012833 C0042571 C1963093 C4032495 
224960004,Tired,tired,C1552832 C0030193,C0344305,
3384011000036100,Arthrotec,Arthrotec,C0030193 C0344375,C0344375,C0344375 
449917004,Cramp in lower limb,cramps in thighs,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458 
161891005,Backache,back ache,C0018563 C3714552 C0446516,C1836296 C0587246,
6471006,Suicidal thoughts,suicidal thoughts,C0151825,C2707260 C0026858,
84229001,Fatigue,fatigue,,C0856120 C2708306 C0026769 C0455388,
49049000,Parkinson's disease,Parkinsons,C0593906,C0593906,C0593906 
84229001,Fatigue,fatigue,C2024893 C0015672,C4050243 C0015672,C0015672 
200936003,Lupus erythematosus,lupus,C0917801,C0917801 C1963237 C1950154,C0917801 
55300003,Muscle cramp,muscle spasms,,C1271045 C0338450 C0002395 C1521724 C0477364,
415690000,Sweating,sweating,C0677061 C1963071 C0004604,C0004604,C0004604 
26929004,Alzheimer's disease,Alzheimer's,C0019080,C0019080,C0019080 
2297011000036108,magnesium,magnesium,C0286651,C0286651,C0286651 
3877011000036101,Lipitor,Lipitor,C0011991 C1963091,C0011991 C0474498,C0011991 
8357008,Reduced libido,Low sex drive,C2186261 C0699815 C0232466 C0159023 C0019080,C0019080,C0019080 
248096004,Lack of libido,lack of sexual desire,C0013987 C1527305,C1621860,
165509000,White blood cell count abnormal,Elevated white blood cell count (very high),C0030193,C0278141,
3877011000036101,Lipitor,Lipitor,C0596601,C0426623 C0426624,
131148009,Bleeding,bleeding,C1299582,C1299582,C1299582 
271587009,Stiffness,stiff,C0231528 C1963177,C0231528,C0231528 
57676002,Arthralgia,JOINT PAIN,C0004604,C0004604,C0004604 
267031002,Tiredness symptom,tiredness,C0524851 C1285162 C4020854,C0027769 C0011164 C0018609 C0012634,
22253000,Pain,pains,C3714552,C1834451 C0151786 C0030552,
271681002,Stomach ache,stomach pains,C0234233 C0022742,C0231749,
177241000036105,paracetamol + ibuprofen,mypaid forte,C0593906,C0593906,C0593906 
74323005,Pain in elbow,Major sorness in elbows,C1140621 C0038999,C0424829,
22253000,Pain,pains,C0593906,C0593906,C0593906 
162031009,Indigestion,indigestion,,C0425332,
3877011000036101,Lipitor,Lipitor,C4050465 C0267028 C0019559 C4050466 C1547227 C1963082 C1547231 C0264097 C1561581,C0278140,
3877011000036101,Lipitor,lipitor,C0210355,C0210355,C0210355 
86044005,Amyotrophic lateral sclerosis,Amyotrophic lateral sclerosis,C0751295 C0002622,C3824794 C0002622,C0002622 
55929007,Feeling irritable,irritable,C0593906,C0593906,C0593906 
282195009,Difficulty walking up stairs,could barely walk;had to use a cane,C0220870 C0018670 C0152336 C0541749 C1299586,C0012833 C0220870,C0220870 
224960004,Tired,tired,,C1960727,
62507009,Pins and needles,very painful pins and needles over entire foot,C0026821,C0026821,C0026821 
68962001,Myalgia,pain muscle,C1882272 C2598155 C0030193,C0024031,
62507009,Pins and needles,tingling in my fingers,C0007859 C1963180,C0007859 C1963180,C0007859 C1963180 
25064002,Headache,HEADACHES,C0027769,C0849963,
64531003,Nasal discharge,runny nose,C0009806 C1963087,C0009806 C1963087 C0949135,C0009806 C1963087 
166717003,Serum creatinine raised,CPK elevated,C0596601,C0016204,
309539008,Numbness of toe,numb feet in toe area,C0005575 C0042874 C0042839 C0072506 C0078364 C0003968 C0063919 C0042866 C2064899 C0664095 C0201898 C3537249 C0042890 C0035527 C0016410,C0673746 C0003968 C0201898 C0063919,C0003968 C0063919 C0201898 
22298006,Myocardial infarction,heart attack,,C0700763,
166830008,Serum cholesterol raised,cholestrol went up dramatically,C0030193 C0019552,C0030193,C0030193 
22253000,Pain,sore,C0018870 C1261259 C0015726 C0030193 C1510508 C0423899,C0231780,
131078003,Decreased testosterone level,decreased testosterone,C0085633,C0085633,C0085633 
277521002,Loss of motivation,drive is knocked down,C0728713,C0311394,
26544005,Muscle weakness,muscles had become weak and stressed,C0372564 C0566967 C2979982,C1277587,
24700007,Multiple sclerosis,MS,C0234233 C0039866,C0241374,
18876004,Pain in finger,fingers hurt,C0028643 C0020580,C0028643 C0020580,C0028643 C0020580 
224960004,Tired,tired,C1140621 C0030193 C1306232,C0278140,
10601006,Pain in lower limb,pain in both legs,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
161903000,Unable to stand,unable to stand,C0372564 C0566967 C2979982,C0566967 C2979982,C0566967 C2979982 
48167000,Amnesia,memory loss,,C3468110 C3468102 C3468112 C3715155 C3468114 C3280587 C3553719 C3468104 C2317803 C3468106 C3468107 C3468103 C2931786 C3468105 C3468109 C3275459 C3468108 C2317804 C3468100 C0002736 C3468113 C3715156 C1862939 C1836076 C3468101 C3468111 C1833662,
29542008,Uterine spasm,uterine cramps,C0030193,C1882272 C2598155 C0030193,C0030193 
12584003,Bone pain,bone pain,C1291077,C1291077,C1291077 
76948002,Severe pain,severe leg muscle pains,C0593906,C0593906,C0593906 
162059005,Upset stomach,upset stomach,C0593906,C0593906,C0593906 
26544005,Muscle weakness,loss of strength,C0016504 C0030193,C0016512 C2016948,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
246636008,Blurred vision - hazy,Blurred vision,C0395017 C0395016 C0542371,C0019825 C1527344,
288231001,Myalgia/myositis - lower leg,muscle pain in legs,C0593906,C0593906,C0593906 
3848011000036104,Pravachol,Pravachol,C2168111 C0024031,C0024031,C0024031 
449917004,Cramp in lower limb,cramping events in my legs,C0593906,C0593906,C0593906 
397540003,Visual impairment,slip in vision,C0751003,C1290398 C0007766 C0394247,
13791008,Asthenia,EXTREMELY FATIGUED,C1882272 C2598155 C0030193 C0446472,C0344305,
12063002,Rectal haemorrhage,rectal bleed,C0074554,C0074554,C0074554 
289621007,Uterus problem,something wrong with my uterus,C3171754 C0035258 C2931830 C3888109,C0035258,C0035258 
76948002,Severe pain,gut wrenching pain,C0239833,C0239833,C0239833 
23924001,Tight chest,Chest tightness,C0593906,C0593906,C0593906 
267064002,Urinary retention,Difficulty urinating,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458 
271681002,Stomach ache,stomach pain,C0026605 C3900051,C0456814,
193462001,Insomnia,insomnia,C0593906,C0593906,C0593906 
271587009,Stiffness,stiffness,C0014724,C0014724,C0014724 
30989003,Knee pain,knee hurt,C0210355,C0210355,C0210355 
248490000,Bloating symptom,bloating,C0593906,C0593906,C0593906 
68962001,Myalgia,muscles pains,C0234238,C0003862,
74323005,Pain in elbow,chronic elbow pain in both arms,C0596601,C0426623 C0426624,
76948002,Severe pain,Severe leg muscle pain,C0025587 C0025584,C1269609 C0025587 C0025584,C0025587 C0025584 
3877011000036101,Lipitor,lipitor,C0344315 C0520887,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0520887 C0344315 
22253000,Pain,worst pain I have ever experienced,C2096315 C0018681,C2096315 C0018681,C2096315 C0018681 
62315008,Diarrhoea,diarrhea,C0231246 C2911647 C0043094,C2911647 C0043094,C2911647 C0043094 
39104002,Illness,sickness,C2137077 C0027530 C0427008,C0151315,
102480002,Generalised acute body pains,had pains throughout my upper body,C0877359 C0232743,C0438235 C0151766,
68962001,Myalgia,muscle pain,C0593906,C0593906,C0593906 
14760008,Constipation,Constipation,C0593906,C0593906,C0593906 
47933007,Foot pain,feel achy,C4050243 C0015672,C4050243 C0015672,C4050243 C0015672 
45326000,Shoulder pain,aches and pain in both shoulders,C0030193,C1882272 C2598155 C0030193,C0030193 
267036007,Dyspnoea,short of breath,C2141243 C0559964 C0560046,C0311394,
49049000,Parkinson's disease,parkinson's,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0231528 C1963177,C0231528,C0231528 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
288228002,Myalgia/myositis - forearm,Slight muscle soreness in arms,C0030193 C1306232,C0278140,
26544005,Muscle weakness,loss of support in all muscels in particular calf and leg,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
202855006,Lateral epicondylitis,tennis elbow,C0030193,C1882272 C2598155 C0030193,C0030193 
51197009,Stomach cramps,stomach trouble 	 or cramps,C0860603 C0003467,C0860603 C4050613 C0003467 C0003469 C1963064,C0860603 C0003467 
271873000,Senility,senile,C0238656,C0238656,C0238656 
76948002,Severe pain,Severe back pains,C0030193,C1882272 C2598155 C0030193,C0030193 
22253000,Pain,pain,C0038454,C0038454,C0038454 
76948002,Severe pain,Severe muscle pain in calves,C0028643 C0020580,C0028643 C0020580,C0028643 C0020580 
