167232003,Urine: dark/concentrated,urine like root beer,C1318154 C0591833 C0042036,C0427824,
10601006,Pain in lower limb,acute pain in the legs,C1140621 C0184567,C0023222 C0839480,
166892002,Random blood sugar raised,elevated blood sugar,C0020456,C0580400,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
28551000168108,Voltaren,voltaren,C0699958 C0592264,C0699958 C0592264,C0699958 C0592264 
57182000,Nerve injury,nerve damage,C0161479,C0161479,C0161479 
3723001,Arthritis,arthritis,C0158026 C0003864 C0263776 C0541786 C1328469 C0003873 C1405877,C3267876 C0003864,C0003864 
35489007,Depression,Depression,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266 
82991003,Generalised aches and pains,Body aches,C0234238 C1551342,C0281856,
225624000,Panic attack,panic attacks,C0086769,C0086769,C0086769 
36349006,Burning pain,burning in back of neck,C0085624 C0581758 C0006434,C0234230,
419145002,Nightmares,vivid nightmares,C0028084 C3887605,C0028084 C3887605,C0028084 C3887605 
399122003,Swallowing problem,swallowing problems,C0392678,C0392678,C0392678 
309774006,Weakness of limb,weak legs,C1140621 C3714552,C0587246 C1836296,
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
26237000,Ankle oedema,sever swelling of ankles,C0038999 C1306232,C0235439,
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
247640008,Unable to think clearly,fuzzy thinking,C0039869 C0541974,C0558227 C0423994,
278040002,Loss of hair,hair loss,C0002170,C0002170,C0002170 
193462001,Insomnia,insomnia,C1963237 C0917801 C1950154,C1963237 C0917801 C1950154,C1963237 C0917801 C1950154 
68962001,Myalgia,muscle pain,C0231528 C1963177,C0231528,C0231528 
193462001,Insomnia,insomnia,C1963237 C0917801 C1950154,C1963237 C0917801 C1950154,C1963237 C0917801 C1950154 
45326000,Shoulder pain,pain has gone into my shoulder,C0030193 C0524468 C0037004 C0524469 C0869975 C1283792,C0423670 C0037011,
13791008,Asthenia,DEBILITATED,,C0004093,
248274002,Lack of energy,loss of energy,C0015672,C0015672,C0015672 
76948002,Severe pain,extreme pain in my should and arm,C1140618 C0446516 C0030193,C0278140,
230490003,Excessive day and night-time sleepiness,Sleeping all day and night,C4050403 C0037313 C1561538 C0424522,C1561538 C0013144,C1561538 
404640003,Dizziness,dizziness,C1963093 C0012833 C0042571,C1963093 C0012833 C0042571 C4032495,C1963093 C0012833 C0042571 
274646000,Irritability and anger,crankiness and irritability,C2700617 C0022107,C0476479,
21242011000036102,simvastatin,Sinivastatin,,C0074554,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
284140004,Unable to move arm,couldn't lift my arms,C0181620 C0446516,C0558185 C0561982 C0561983,
57676002,Arthralgia,joint pain,C1963066 C0003862,C0003862,C0003862 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
60238002,Muscle twitch,mussel twitches,C0231530,C0231530,C0231530 
48167000,Amnesia,loss of memory,C0751295 C0002622,C3824794 C0002622,C0002622 
48500005,Delusional disorder,paranoia,C1456784,C0520677 C0011251 C0236675,
193462001,Insomnia,insomnia,C1963237 C0917801 C1950154,C1963237 C0917801 C1950154,C1963237 C0917801 C1950154 
246636008,Blurred vision - hazy,blurred vision,C0344232,C0344232,C0344232 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
235999009,Intra-abdominal haematoma,abdominal hematoma,C0473120,C0154052 C0473120,C0473120 
45326000,Shoulder pain,shoulder pain,C0423670 C0037011,C0423670 C0037011,C0423670 C0037011 
300954003,Pain in calf,calves are sore and tender to the touch,C0234233,C0236040,
3424008,Tachycardia,my heart rate jumped to 106,C2197023 C2041121 C0560453 C3845990 C0018810 C0488794,C0558452 C0039231 C3827868 C0428977,
161882006,Stiff neck,stiff neck,C0151315 C0427043,C0151315,C0151315 
60238002,Muscle twitch,Deeper muscle twitches on arms sides,C1552832 C0231530 C0446516,C0231530,C0231530 
3848011000036104,Pravachol,pravachol,C0700763,C0700763,C0700763 
6206011000036109,Lipitor 40 mg tablet: film-coated,Lipitor 40mg,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
21395011000036107,ramipril,ramipril,C0072970 C0072973,C0072970 C0072973,C0072970 C0072973 
224960004,Tired,VERY VERY TIRED,C0557875,C0557875,C0557875 
86651002,Pulse fast,resting pulse jumped to between 100 and 105,C0034107 C0560453 C0391850,C0039231,
84229001,Fatigue,fatigue,C0015672 C2024893,C0015672 C4050243,C0015672 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
22253000,Pain,pains,C0030193,C1882272 C2598155 C0030193,C0030193 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
3572011000036102,Mobic,mobic,C0592680,C0592680,C0592680 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
35489007,Depression,depressed,C0520887 C0344315,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0520887 C0344315 
84229001,Fatigue,fatigue,C0015672 C2024893,C0015672 C4050243,C0015672 
35489007,Depression,depression,C0812393 C0520887 C0429108 C0035143 C0344315 C0011581 C1579931 C0011570 C0429068 C1999266 C4049644,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C1999266 C4049644 
422587007,Nausea,nauseous,C0027497,C0027497 C1963179,C0027497 
76948002,Severe pain,horrible pain,C0030193,C0278140,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
88092000,Muscle atrophy,muscle loss,,C0541794 C0026846,
267031002,Tiredness symptom,tiredness,C0015672 C0332575,C0558486,
247472004,Hives,hives,C0042109,C0042109,C0042109 
46635009,Type 1 diabetes mellitus,type 1 Diabetes,C0011860 C0011847 C0011849,C0948891 C0271637 C0011854 C3495822 C0011860 C3495862 C0271636,C0011860 
301679006,Difficulty getting off a bed,difficulty getting out of bed in the morning,C4055550 C3842554 C1299586,C3842554 C1299586 C0563560,C3842554 C1299586 
386807006,Memory impairment,lost some memory,C0025260 C0700327,C1636063 C1963167 C0233794,
63102001,Visual disturbance,vision problems,C0042789 C2081614 C0033213,C0547030 C0029844 C0348571,
22298006,Myocardial infarction,miocardial infarction,C0021308,C2926063 C0155626 C3845502 C0455406 C0428953 C3810814 C0948369 C0027051 C0155668,
280816001,Facial palsy,facial paralysis,C0015469 C0221060,C0376175 C0015469,C0015469 
10601006,Pain in lower limb,leg pain,C0023222 C0839480,C0023222 C0839480,C0023222 C0839480 
32914008,Restless legs,Restless Leg Syndrome,C0035258,C0035258,C0035258 
288226003,Myalgia/myositis - shoulder,very sore muscle pain in both shoulders,C0231528 C0037004 C1963177 C0234233,C0565577,
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
6205011000036102,Lipitor 20 mg tablet: film-coated,Lipitor 20mg,C0593906,C0593906,C0593906 
422587007,Nausea,nausea,C0027497,C0027497 C1963179,C0027497 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
24693007,Fibromyalgia,fibromalgyia,,C0016053,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
3723001,Arthritis,arthritis,C0158026 C0003864 C0263776 C0541786 C1328469 C0003873 C1405877,C3267876 C0003864,C0003864 
78584011000036106,soy lecithin,lecithin granules,C0775124,C0872912,
54981004,Charleyhorse,charley horses in abdomen,C0230168 C0277823 C0000726,C0277823,C0277823 
8943002,Weight gain,Weight gain,C2911647 C0043094,C2911647 C0043094,C2911647 C0043094 
162397003,Pain in throat,sore throat,C0423631 C0242429 C0031350,C0242429,C0242429 
76000011000036107,B Complex (Cenovis),B complex,C0939261,C1659955 C0718765 C0719053 C0939261 C1660505,C0939261 
22253000,Pain,aches,C0234238,C1882272 C2598155 C0030193,
68962001,Myalgia,MUSCLE PAIN,C0231528 C1963177,C0231528,C0231528 
10601006,Pain in lower limb,legs are sore,C1140621 C0234233,C0023222 C0839480,
240131006,Rhabdomyolysis,Rhabdomyolysis,C0035410,C0035410,C0035410 
62315008,Diarrhoea,diarrhea,C1963091 C0011991,C0474498 C0011991,C0011991 
84229001,Fatigue,fatigue,C0015672 C2024893,C0015672 C4050243,C0015672 
84229001,Fatigue,fatigue,C0015672 C2024893,C0015672 C4050243,C0015672 
8357008,Reduced libido,loss of sex drv,C0009253,C0011124,
423849004,Iliotibial band friction syndrome,left leg iliotial band syndrome,C0039082 C0796095 C2936904 C1279606 C0230443 C0206064 C2936859 C0796110 C0175723,C3863257 C1262206,
165247006,Unable to climb stairs,unable to climb stairs,C1299582 C0561942,C0429981 C0560077,
44077006,Numbness,numbness,C0020580 C0028643,C0020580 C0028643,C0020580 C0028643 
76948002,Severe pain,severe pain in back,C0278140,C0278140,C0278140 
3904011000036106,Zocor,Zocor,C0678181,C0678181,C0678181 
76948002,Severe pain,severe hip pain,C0267028 C1963082 C1306232 C0019559,C0278140,
38341003,Hypertension,hypertension,C0947663 C0020538 C1963138 C1696708 C2748577,C0085580 C0020538 C3829824 C3248638 C1696708 C0947663 C0455405 C1963138,C0020538 C1696708 C0947663 C1963138 
15203004,Sudden visual loss,sudden loss of vision,C0155002 C2037132,C0155002,C0155002 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
73211009,Diabetes mellitus,diabetes,C0011860 C0011847 C0011849,C1313937 C0011849,C0011849 
271767006,Peeling of skin,ankle skin flaked off like dermatitis,C0011603 C3686626 C0222286 C0034212,C0237849,
62507009,Pins and needles,tingling,C2242996,C0423572,
161891005,Backache,Slight muscle aches in my back,C0231528 C4050469,C0004604,
82991003,Generalised aches and pains,pain all over my body,C0152338 C0030193,C0281856,
415690000,Sweating,sweated,,C0038990,
235856003,Liver disease,damaged my liver permanently,uis": "0C1318154 C0591833 C0042036 1C0683369 C0009676 C1963086 2C0593906 3C0026821 C0016504 4C0233844 5C1963066 C0003862 6C0085639 C0037313 C0424522 7C0030252 C0817096 8C0030193 9C0593906 10C1963166 C0024902 11C0231528 C0085624 C0006434 C1963177 C1140621 12C0557875 13C0863090 C1171179 C0013182 C3662262 C1527304 C0020517 C0413234 14C0232292 15C0231528 C0030193 16C0015672 C2024893 17C0011119 C0008301 C2051649 18C1547227 C0423646 C4050465 C2199213 C1561581 C0694551 C1547231 C0238552 C0581869 C0238551 C0264097 C0423651 C0277969 C0000737 C4050466 C0235299 19C0015672 C2024893 20C0042965 C0042963 21C4048756 C2221330 C1268255 C0230346 C0030193 22C0699958 C0592264 23C0015672 24C0424589 25C0032827 C1295669 C0023618 C1295666 C0520870 C0728725 C0520831 C0239787 C0162119 C1295611 28C0593906 30C0593906 31C0812393 C0520887 C0429108 C0035143 C0344315 C0011581 C1579931 C0011570 C0429068 C1999266 C4049644 32C1098080 33C0018681 C2096315 34C0018681 C2096315 35C0593906 36C0030193 37C0231528 C1963177 C1306232 38C0593906 39C0013987 C0038351 40C0560046 41C1550636 C1546630 C1280202 C0154094 C0015392 C0015397 42C0030193 C0038351 43C1291077 44C0025265 C0701811 45C0593906 46C2038764 C0235439 47C0235234 C0545775 48C0231528 49C0030193 50C0023218 51C0030193 52C1963242 C0221512 53C0037004 C0030193 54C0027051 56C1140621 57C0231528 C1963177 58C1547227 C1561581 C4050465 C2168111 C0264097 C4050466 C0024031 C1547231 59C3274920 C2707305 C0013404 C4054032 C4054523 C4054349 C3641530 60C0812393 C0520887 C0429108 C0035143 C0344315 C0011581 C1579931 C0011570 C0429068 C1999266 C4049644 61C0593906 62C0037313 C0424522 C0013144 63C0030193 64C0009443 C0234192 C0036973 65C0007859 66C0030193 67C1140621 C0030193 68C0812393 C0520887 C0429108 C0035143 C0344315 C0011581 C1579931 C0011570 C0429068 C1999266 C4049644 69C0026821 70C1268256 C3862404 C0230347 71C0593906 72C2926613 C1306232 C0008031 73C0751295 C0002622 74C0016504 75C0030247 76C0557875 C3812891 77C0023884 78C0593906 79C0575090 81C1306232 C0015672 C2024893 82C0030193 83C0030193 84C0751295 C0002622 85C0424090 87C1322279 C0018827 C1261259 C0015726 C0423899 C1510508 C0700124 88C2229507 C3669046 C0598362 C0013987 C0542538 89C0593906 91C0016504 C3714552 92C0233794 93C0015672 C4050243 94C0593906 95C0231528 96C0593906 97C0234238 C0030193 98C0560078 99C0026821 C0039866 100C0015230 C0043262 101C0010957 102C0015672 103C0678854 104C0037313 C0424522 C0013144 105C0038435 106C0026516 C2237119 108C0593906 109C0593906 110C0042866 C0078364 C2064899 C0003968 C0042874 C3537249 C0005575 C0042839 C0016410 C0035527 C0042890 111C1963281 C0042963 112C0817096 C0030193 113C0037313 C0424522 C0013144 114C0231528 C1268233 C1963177 C0524470 116C1168241 C0240479 C1306232 C0587246 C0151786 C0239831 C0030552 C0586738 C2673994 C1834451 C0150841 117C0015230 118C0231528 C1963177 119C0037763 120C0030193 121C0235309 123C0231528 C0575064 124C0857057 C0151907 C0027530 C0849850 C2137077 125C0038435 126C0042571 C2096293 127C0751295 C0002622 128C0344232 129C1963066 C0003862 130C0812393 C0520887 C0429108 C0035143 C0344315 C0011581 C1579931 C0011570 C0429068 C1999266 C4049644 131C0593906 132C0593906 133C0018021 134C0030193 135C0026821 C0023218 136C0030193 137C0524468 C0037004 C0524469 C0869975 C1283792 C0010957 138C0278140 139C1998242 C0410256 140C0178419 C1306232 141C0593906 142C1328296 C0012813 143C0593906 144C1306232 C0236040 145C1963066 C0003862 146C0026821 C1446787 C0584895 147C1963091 C0011991 148C0040357 C0231772 149C1963066 C0003862 150C0158026 C0003864 C0263776 C0541786 C1328469 C0003873 C1405877 151C0016512 152C2229507 C0446469 C0542538 C0085624 154C0232462 C0232461 155C0441610 156C0006104 157C0018681 C2096315 158C0442874 C0042075 159C0409974 C0024131 C0030193 161C0593906 162C0593906 163C0593507 164C0542476 165C0239266 166C2981158 167C0423670 C0037011 168C1963066 C0003862 170C0015672 C2024893 171C0683369 C0009676 C1963086 172C0175645 C0018870 C0030193 173C0006826 C0260515 175C0033774 C0231530 176C0027497 177C1281592 C0234238 C0037004 C0684335 C0027530 178C0013595 179C1963093 C0012833 C0042571 180C0221423 181C0234238 182C3537171 C1553386 C2608095 C0064582 C2702329 C0202115 183C2081614 C0033213 C0027769 184C0040822 185C0039866 C0278140 186C1963091 C0011991 187C0344329 C2210463 C0036974 188C1963242 C0221512 189C0596601 190C0593906 191C0033774 C0231530 192C0032827 C1295669 C0520831 C1295666 C0728725 C0520870 C0239787 C0162119 C1295611 193C3274940 194C0210355 C0731334 195C0593906 197C0234238 C1551342 198C0161479 199C0025323 200C1168241 C0240479 C0587246 C0151786 C0239831 C0030552 C0586738 C2673994 C1834451 C0150841 201C2242996 202C0262397 203C2673994 C1834451 C0030552 C0242693 C1168241 C0442036 C0240479 C0239831 C0151786 C0587246 C0150841 C0586738 204C0312422 C0700178 205C0262633 206C0028081 207C0009806 C1963087 208C0233794 209C0423670 C0037011 210C0719949 211C1140621 212C0018681 C2096315 213C1291077 214C0019080 215C0023218 216C0231528 C1963177 217C2926613 C0008031 218C0003467 C0860603 219C0085605 220C0497247 221C1140621 C0030193 222C0593906 223C0593906 224C0026821 C1446787 C1140621 C1306232 225C0026821 C1446787 226C0232483 C0017168 227C2242996 C0446516 228C0007859 229C0723950 230C0593906 231C0278141 232C0231528 233C0812393 C0039869 C0038661 234C0700763 235C2351132 236C0812393 C0520887 C0429108 C0035143 C0344315 C0011581 C1579931 C0011570 C0429068 C1999266 C4049644 237C0004604 C0677061 C1963071 238C0593906 241C1140621 242C0011167 C2598159 C3665547 C0740170 243C3714552 244C0026612 245C0013117 246C0231528 C0037004 247C0016053 248C1963066 C0003862 249C3714552 250C0423673 252C0917801 253C0678181 254C0030193 255C0586735 C0409929 C2893907 C0018563 C0029410 C0029408 C0263854 C1306232 C0409959 C0455572 C0263746 256C0042769 C0234192 C0009443 257C1963091 C0011991 258C0520887 C0344315 260C0030193 261C0392674 262C2242996 263C2107746 264C0027497 265C0009806 C1963087 266C0210355 267C0231749 C1306232 268C0020580 C0028643 269C0593906 270C0026821 C0037763 271C0718667 272C1272641 C0005823 C0020538 C2926615 C0005824 C0857121 273C0038435 275C0030193 276C2168111 C0024031 277C0022646 C0227665 278C0593906 279C0700763 280C0731335 C0731334 C0210355 282C0234238 C0030193 283C0020443 C1522133 284C0231528 C0575064 285C0030193 286C0033774 C0231530 287C0013769 C1963066 C0003862 288C0030193 289C2016948 C0016512 290C0234238 C0446516 291C0020175 C1527305 C0013987 292C1270972 C0338656 293C0023222 C0839480 294C0795701 295C0023218 296C2926613 C0008031 297C0947509 298C0030193 299C0042571 C2096293 300C0027530 C2137077 C0030193 301C2702418 C0972391 302C0030193 303C3536731 C0028429 304C0409974 C0024138 C0024131 C0024141 305C0030193 C0021368 306C0158026 C0003864 C0263776 C0541786 C1328469 C0003873 C1405877 307C0231528 C0575064 308C0030193 309C0030193 310C0231528 C1963177 311C0593906 312C0010957 313C0593906 314C0593906 315C0557875 316C0026821 C1446787 C0038351 317C0019080 318C0723893 319C0038999 320C4050381 C0235198 C1865273 321C1140621 C0184567 322C0020456 323C0593906 324C0699958 C0592264 325C0161479 326C0158026 C0003864 C0263776 C0541786 C1328469 C0003873 C1405877 327C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266 328C0234238 C1551342 329C0086769 330C0085624 C0581758 C0006434 331C0028084 C3887605 332C0392678 333C1140621 C3714552 334C0593906 335C0038999 C1306232 336C0593906 337C0039869 C0541974 338C0002170 339C1963237 C0917801 C1950154 340C0231528 C1963177 341C1963237 C0917801 C1950154 342C0030193 C0524468 C0037004 C0524469 C0869975 C1283792 344C0015672 345C1140618 C0446516 C0030193 346C4050403 C0037313 C1561538 C0424522 347C1963093 C0012833 C0042571 348C2700617 C0022107 350C0593906 351C0181620 C0446516 352C1963066 C0003862 353C0593906 354C0231530 355C0751295 C0002622 356C1456784 357C1963237 C0917801 C1950154 358C0344232 359C0593906 360C0473120 361C0423670 C0037011 362C0234233 363C2197023 C2041121 C0560453 C3845990 C0018810 C0488794 364C0151315 C0427043 365C1552832 C0231530 C0446516 366C0700763 367C0593906 368C0593906 369C0072970 C0072973 370C0557875 371C0034107 C0560453 C0391850 372C0015672 C2024893 373C0593906 374C0030193 375C0030193 376C0593906 377C0592680 378C0593906 379C0520887 C0344315 380C0015672 C2024893 381C0812393 C0520887 C0429108 C0035143 C0344315 C0011581 C1579931 C0011570 C0429068 C1999266 C4049644 382C0027497 383C0030193 384C0593906 386C0015672 C0332575 387C0042109 388C0011860 C0011847 C0011849 389C4055550 C3842554 C1299586 390C0025260 C0700327 391C0042789 C2081614 C0033213 392C0021308 393C0015469 C0221060 394C0023222 C0839480 395C0035258 396C0231528 C0037004 C1963177 C0234233 397C0593906 398C0593906 399C0027497 400C0593906 402C0593906 403C0158026 C0003864 C0263776 C0541786 C1328469 C0003873 C1405877 404C0775124 405C0230168 C0277823 C0000726 406C2911647 C0043094 407C0423631 C0242429 C0031350 408C0939261 409C0234238 410C0231528 C1963177 411C1140621 C0234233 412C0035410 413C1963091 C0011991 414C0015672 C2024893 415C0015672 C2024893 416C0009253 417C0039082 C0796095 C2936904 C1279606 C0230443 C0206064 C2936859 C0796110 C0175723 418C1299582 C0561942 419C0020580 C0028643 420C0278140 421C0678181 422C0267028 C1963082 C1306232 C0019559 423C0947663 C0020538 C1963138 C1696708 C2748577 424C0155002 C2037132 425C0593906 426C0011860 C0011847 C0011849 427C0011603 C3686626 C0222286 C0034212 428C2242996 429C0231528 C4050469 430C0152338 C0030193 432C0023884 C0010957,C0023895 C0455417 C2186532,
