21522001,Abdominal pain,abdominal pain,C2096293 C0042571,C1135208 C0042571 C1564535,C0042571 
3848011000036104,Pravachol,Pravachol,C0231528,C0231528,C0231528 
22253000,Pain,ache,C0016512 C2016948,C0016512 C2016948,C0016512 C2016948 
3877011000036101,Lipitor,Lipitor,C0033774,C1963094 C0151908,
39621005,Gallbladder disorder,gall bladder disease,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
3877011000036101,Lipitor,Lipitor,C0311223,C3864195 C2896360 C0311223 C2896359,C0311223 
13791008,Asthenia,extreme fatigue,C2024893 C0015672,C4050243 C0015672,C0015672 
25064002,Headache,headaches,C0743317 C0566362 C0011168,C0566379 C0426605 C0426606 C0566362 C0011168,C0566362 C0011168 
124054003,Increased cholesterol esters,high cholesterol,C0023218,C3266179 C3266180,
203095000,Spasm of back muscles,spasms in my back,C0235394,C0541794 C0026846,
24700007,Multiple sclerosis,MS,C0015450 C2081614 C0036270 C0033213,C1290857,
24693007,Fibromyalgia,fibromyalgia,C3863028 C0455513 C0859671 C0040997 C3862458,C3863028 C0455513 C0040997,C3863028 C0455513 C0040997 
3877011000036101,Lipitor,Lipitor,C0038999,C0235439,
44077006,Numbness,Numbness,C0593906,C0593906,C0593906 
419145002,Nightmares,terrible nightmares,C2096315 C0018681,C2096315 C0018681,C2096315 C0018681 
361137007,Irregular heart beat,irregullar heartbeat,C0392703,C0040822 C1963252,
30989003,Knee pain,KNEE PAIN,C3845312 C3845310 C3845313,C3665346 C2911645 C0424641 C1262477,
35489007,Depression,depression,C0019080,C0019080,C0019080 
76948002,Severe pain,pain has been so intense,C0030193,C1882272 C2598155 C0030193,C0030193 
10601006,Pain in lower limb,leg pain,C0037004 C0030193,C0278140,
267052005,Flatulence/wind,Uncontrollable gas,C0027497,C0027497 C1963179,C0027497 
48694002,Anxiety,anxiety,C3714552 C0446516,C1836296 C0587246,
431416001,Menstrual cramp,mentstrual cramps,C2024893 C0015672,C0004093,
419723007,Mentally dull,in a FOG,C1719844,C1532673 C4028176,
3877011000036101,Lipitor,Lipitor,C0231749,C0231749,C0231749 
13791008,Asthenia,weakness,C0850630,C0423572,
422587007,Nausea,nausea,C0235439,C0235439,C0235439 
387603000,Impairment of balance,BALANCE PROBLEMS,C0424091,C0456814,
53215011000036102,Advil,Advil,C0037763 C0040357 C0700153,C0178422,
88092000,Muscle atrophy,loss of muscle mass in arms,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0518031,C0424592,
56265001,Heart disease,coronary problems,,C0006444,
63102001,Visual disturbance,eye sight changes,C0025260,C1636063 C1963167 C0233794,
3877011000036101,Lipitor,Lipitor,C3714552,C0004093,
161891005,Backache,back ache,C0030193,C0278140,
81680005,Neck pain,sore neck,C0221060 C0015469,C0376175 C0015469,C0015469 
239725005,Rupture of anterior cruciate ligament,torn ACL,C2096315 C0018681 C1720529,C2096315 C0018681,C2096315 C0018681 
698065002,Acid reflux,acid reflux,C0027497,C0027497 C1963179,C0027497 
14760008,Constipation,constipitation,C0037004 C0030193 C1720529,C1960160,
45326000,Shoulder pain,shoulder pain,C1305961 C0018826,C0264879,
13791008,Asthenia,so weak,C0593906,C0593906,C0593906 
162352007,Ringing in ear,ears ringing,C0018965 C0221752,C0018965,C0018965 
70076002,Rhinitis,rhinitis,,C0056077,
57676002,Arthralgia,mild joint pain,C2081614 C0033213,C0154777 C0271403 C1285231 C0024437,
3877011000036101,Lipitor,lipitor,C0446516 C0231528,C0231528,C0231528 
426206001,Constant pain,constant pain,C2096315 C0018681 C1561538,C3661947,
193462001,Insomnia,insomnia,C0152029,C0152029,C0152029 
247323005,Tightness in throat,tightness in throat with occasional choking problem,C0043262,C0241759,
84445001,Joint stiffness,joint stiffness,C3668960 C0574002,C0574002,C0574002 
3877011000036101,Lipitor,lipitor,C0027497,C0027497 C1963179,C0027497 
271782001,Drowsy,excessive drowsiness,C2096315 C0018681,C2096315 C0018681,C2096315 C0018681 
371081002,Arthritis of knee,arthritic knees,C0240941,C0240941,C0240941 
271681002,Stomach ache,stomach pain,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
111224002,Derangement of meniscus,miniscus damage,C3160712 C0425596 C0030252,C3160712 C0030252,C3160712 C0030252 
47933007,Foot pain,pain on the sole of my feet,C0030193,C1882272 C2598155 C0030193,C0030193 
50415004,Moderate pain,Strong pain,C0446516,C2128236 C0241538,
62507009,Pins and needles,tingling in the hands,,C0718343,
21814011000036109,hydrochlorothiazide,Hydrochlorothiazide,C0861002 C0595879 C0240292 C0235986 C0221106 C0075710 C0229299 C0151576 C0520869 C0151878 C0184957 C1289055 C1295668 C0068451 C0151680 C0151872 C2127178 C0856882 C1295665,C0040264,
3877011000036101,Lipitor,lipitor,C2137077 C2229507 C0027530 C0542538 C0085624,C0241057 C0578504 C0241413 C0234655 C0085624,C0085624 
79890006,Loss of appetite,anorexia,C0751295 C0002622,C3824794 C0002622,C0002622 
60119000,Exhaustion,exhaustion,C0030193,C1882272 C2598155 C0030193,C0030193 
429783005,Paraesthesia of lower extremity,tingling in my legs,C0234630 C2937228,C0234630 C2937228,C0234630 C2937228 
62315008,Diarrhoea,diahorea,C0005388,C0017168,
129565002,Myopathy,irreversible muscle damage,C0021400,C0021400,C0021400 
62507009,Pins and needles,tingling in my arms,C2199213 C0235299 C0000737 C0238552 C0277969 C0694551 C0423651 C0423646 C0238551 C0581869,C0499476 C0423653 C0581869 C1875603 C0000737,C0000737 C0581869 
4740000,Herpes zoster,shingles,C0003864 C0030193,C0003862,
84229001,Fatigue,fatigue,,C0311394,
62507009,Pins and needles,Tingling in extremities,C0210355,C0210355,C0210355 
68962001,Myalgia,very painful muscle aches in the neck,,C0011991 C0474498,
43116000,Eczema,eczema,,C0074554,
35489007,Depression,depression,C2024893 C0015672,C4050243 C0015672,C0015672 
56608008,Pain in wrist,wrists pain,C0593906,C0593906,C0593906 
25064002,Headache,headaches,C0002957,C0002957,C0002957 
6142004,Influenza,flu,C0593906,C0593906,C0593906 
193462001,Insomnia,insomnia,C0751295 C0002622,C3824794 C0002622,C0002622 
249366005,Bleeding from nose,bloody noes,C4050419 C0022742 C0030193,C0231749,
310495003,Mild depression,mild depression,,C3468110 C3468102 C3468112 C3715155 C3468114 C3280587 C3553719 C3468104 C2317803 C3468106 C3468107 C3468103 C2931786 C3468105 C3468109 C3275459 C3468108 C2317804 C3468100 C0002736 C3468113 C3715156 C1862939 C1836076 C3468101 C3468111 C1833662,
60238002,Muscle twitch,Deeper muscle twitches on butt,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
247472004,Hives,severe welts,C0593906,C0593906,C0593906 
49218002,Hip pain,hip pain,C0030193,C1882272 C2598155 C0030193,C0030193 
81680005,Neck pain,tremendous neck pain,C2242996,C0423572,
90673000,Burning sensation,burning,C0011991 C1963091,C0011991 C0474498,C0011991 
267052005,Flatulence/wind,flatulence,C0596601,C0426623 C0426624,
68962001,Myalgia,muscular pain,C0039601 C0027368 C1295654 C0523912 C0202227,C0039601 C3655413 C0202227 C2348756 C1295654 C0980511 C0523912,C0039601 C0202227 C1295654 C0523912 
3877011000036101,Lipitor,Lipitor,C0372564 C0566967 C2979982,C0566967 C2979982,C0566967 C2979982 
271681002,Stomach ache,stomach pain,C0033774 C0231530,C0033774,C0033774 
24184005,Finding of increased blood pressure,INCREASED BLOOD PRESSURE,C0026821 C1446787 C0038351,C0344375,
202882003,Plantar fasciitis,sore feet (Faciitis),,C1995013 C2024893 C0015672,
289530006,Vaginal bleeding,vaginal bleeding,C0235162,C3641752 C0235162,C0235162 
53215011000036102,Advil,Advil,C0022646 C0227665,C0558489,
228158008,Walking disability,dificultly in walking,C0593906,C0593906,C0593906 
30989003,Knee pain,knee pain,C0022742,C0231749,
3877011000036101,Lipitor,Lipitor,C2718625,C0012091,
82991003,Generalised aches and pains,hert from head to my toe,C3862404,C0278140,
202882003,Plantar fasciitis,plantar fasciitis of my left foot,C1291077,C1291077,C1291077 
26079004,Tremor,tremors in right hand,,C0011991 C0474498,
21522001,Abdominal pain,abdominal pain,C0593906,C0593906,C0593906 
